id,code_kpgz,name
220,01.11.04.01.01.07.06,ЗАМКИ ДВЕРНЫЕ
221,01.11.02.10.04,ПРИПОЙ
222,01.15.05.02.06.02.01,ОБЛОЖКИ ДЛЯ ПЕРЕПЛЕТА КАРТОННЫЕ
223,01.01.01.19.06,КОФЕ РАСТВОРИМЫЙ
224,01.11.03.01.01.99,"МЕТИЗЫ, КРЕПЕЖНЫЕ ИЗДЕЛИЯ ПРОЧИЕ"
225,01.11.02.02.07.01.07,КЛЮЧИ ДЛЯ ВИНТОВ С ВНУТРЕННИМ ШЕСТИГРАННИКОМ
226,01.11.04.03.02.09.01,ПРОВОДА НА НОМИНАЛЬНОЕ НАПРЯЖЕНИЕ ДО 450/750 В ПЕРЕМЕННОГО ТОКА ИЛИ 1000 В ПОСТОЯННОГО ТОКА
227,01.15.05.02.06.01.06,ПЛЕНКА ДЛЯ ЛАМИНИРОВАНИЯ
228,01.11.04.03.02.05.05,ТРУБЫ КАБЕЛЬНЫЕ
229,01.20.03.04.05.01,ТРЯПКИ ДЛЯ УБОРКИ
230,01.11.04.01.01.07.05,ПЕТЛИ ДЛЯ ДВЕРЕЙ МЕТАЛЛИЧЕСКИЕ
231,01.11.03.04.08,ГРАВИЙ
232,01.13.14.04,РАСХОДНЫЕ МАТЕРИАЛЫ И КОМПЛЕКТУЮЩИЕ ДЛЯ ФАКСИМИЛЬНЫХ АППАРАТОВ
233,01.10.08.03,СМЕСЬ ПРОПАН-БУТАНОВАЯ
234,01.23.01.99,ОБОРУДОВАНИЕ ДЛЯ ДВОРОВЫХ ТЕРРИТОРИЙ ПРОЧЕЕ
235,01.13.04.04.06.05,ГАРНИТУРЫ
236,01.20.04.02.13,СРЕДСТВА МОЮЩИЕ ДЛЯ ПОВЕРХНОСТЕЙ В ПОМЕЩЕНИЯХ
237,01.11.02.09.01.02,БУРЫ ДЛЯ ПЕРФОРАТОРА
238,01.11.06.01.02.02,ТРУБЫ БЕЗНАПОРНЫЕ И ДЕТАЛИ ТРУБОПРОВОДОВ
239,01.02.10.33.27,ЯЗЫКОДЕРЖАТЕЛИ
240,01.20.03.04.02.01,ИНВЕНТАРЬ САДОВЫЙ МЕТАЛЛИЧЕСКИЙ
241,01.20.03.04.03.02,ЩЕТКИ ДЛЯ УБОРКИ
242,01.11.04.01.01.07.01,ФУРНИТУРА ДЛЯ ДВЕРЕЙ МЕТАЛЛИЧЕСКАЯ
243,01.20.10.03,"РАСХОДНЫЕ МАТЕРИАЛЫ, КОМПЛЕКТУЮЩИЕ, ЗАПАСНЫЕ ЧАСТИ ДЛЯ ОБОРУДОВАНИЯ ДЛЯ УБОРКИ"
244,03.13.04,УСЛУГИ В СФЕРЕ ОБЕСПЕЧЕНИЯ ИНФОРМАЦИОННОЙ БЕЗОПАСНОСТИ
245,01.11.07.13,ШПАТЛЕВКИ
246,01.02.10.25.07.02,СТЕКЛА ПРЕДМЕТНЫЕ
247,01.02.10.49.28,РАСХОДНЫЕ МАТЕРИАЛЫ К АУДИОСКРИНИНГОВЫМ СИСТЕМАМ
248,01.11.03.10.04,ПЛИТКИ КЕРАМИЧЕСКИЕ
249,01.15.04.02.04,МАРКЕРЫ
250,01.11.04.03.02.05.07,КОМПЛЕКТУЮЩИЕ ДЛЯ КАБЕЛЬНЫХ ИЗДЕЛИЙ
251,01.15.05.04.05.01,КНОПКИ КАНЦЕЛЯРСКИЕ
252,01.15.05.04.06.03,ЗАЖИМЫ ДЛЯ БУМАГ
253,01.11.06.01.99,ДЕТАЛИ И ФИТИНГИ ТРУБОПРОВОДОВ ИЗ ПОЛИМЕРОВ
254,01.11.02.02.03.13,ШПАТЕЛИ
255,01.20.06.01.06.02,ПОСУДА КУХОННАЯ ПЛАСТМАССОВАЯ
256,01.01.07.14,КРЕКЕРЫ
257,01.01.07.07,ВАФЛИ
258,01.11.03.09.04.03,ЛЕНТЫ ТЕХНИЧЕСКИЕ С ЛИПКИМ СЛОЕМ
259,01.10.05.02.04,ЛАМПЫ СВЕТОДИОДНЫЕ
260,01.15.03.17.05,ПАПКИ ПЛАСТИКОВЫЕ
261,01.20.07.11.03.01.02,МЕШКИ ПОЛИМЕРНЫЕ
262,01.15.05.03.04.01,ГУБКИ ДЛЯ МАРКЕРНЫХ ДОСОК
263,01.15.05.02.06.04,"НИТИ, ЛЕНТЫ ПРОШИВНЫЕ"
264,01.15.05.02.03,РАСШИВАТЕЛИ ДОКУМЕНТОВ
265,01.11.02.02.03.24,ЩЕТКИ СТРОИТЕЛЬНЫЕ
266,01.15.05.14,ЛУПЫ КАНЦЕЛЯРСКИЕ
267,01.11.06.02.01.01,ТРУБЫ СТАЛЬНЫЕ ВОДОГАЗОПРОВОДНЫЕ
268,01.11.04.05.02,ПОТОЛКИ ПОДВЕСНЫЕ (КОМПЛЕКТУЮЩИЕ)
269,01.20.10.99,"РАСХОДНЫЕ МАТЕРИАЛЫ, КОМПЛЕКТУЮЩИЕ, ЗАПАСНЫЕ ЧАСТИ ДЛЯ ОБОРУДОВАНИЯ БЫТОВОГО ПРОЧЕГО"
270,01.11.03.01.01.01.01.01,БОЛТЫ С ШЕСТИГРАННОЙ ГОЛОВКОЙ
271,01.02.11.01.12.02.05.02,"ГЛЮКОМЕТР ДЛЯ ИНДИВИДУАЛЬНОГО ИСПОЛЬЗОВАНИЯ/ИСПОЛЬЗОВАНИЯ У ПОСТЕЛИ БОЛЬНОГО ИВД, ПИТАНИЕ ОТ БАТАРЕИ"
272,01.11.01.07.99,"ОБОРУДОВАНИЕ ДЛЯ ВОДОСНАБЖЕНИЯ, СТОЧНЫХ ВОД И КАНАЛИЗАЦИИ ПРОЧЕЕ"
273,01.20.03.04.02.02,ИНВЕНТАРЬ САДОВЫЙ ПЛАСТМАССОВЫЙ
274,01.20.03.04.01.03,ИНВЕНТАРЬ УБОРОЧНЫЙ ДЕРЕВЯННЫЙ
275,01.19.10.16.03,ОЧКИ ЗАЩИТНЫЕ
276,03.30.01.02,ЭКСПЕРТИЗА ТЕХНИЧЕСКОГО СОСТОЯНИЯ
277,01.15.04.01.01,РУЧКИ КАНЦЕЛЯРСКИЕ
278,01.11.02.09.01.01.02,СВЕРЛА СПИРАЛЬНЫЕ
279,01.11.04.03.02.05.03,КАБЕЛЬ-КАНАЛЫ
280,01.02.11.04.07.04,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ВСПОМОГАТЕЛЬНОГО ОБОРУДОВАНИЯ ДЛЯ СТЕРИЛИЗАЦИИ"
281,01.02.10.54.29,КОНТАКТНЫЕ СРЕДЫ
282,01.15.05.16.02,РЕЗАКИ КАНЦЕЛЯРСКИЕ
283,01.08.01.18.02,КОМПЛЕКТУЮЩИЕ ДЛЯ ВЕЛОСИПЕДОВ
284,01.01.02.04,ПЕТРУШКА
285,01.01.11.04.01,КОНСЕРВЫ РЫБНЫЕ НАТУРАЛЬНЫЕ
286,01.20.05.03.04.07,САЛФЕТКИ ДЛЯ СЕРВИРОВКИ СТОЛА БУМАЖНЫЕ
287,01.12.07.06,СРЕДСТВА МОЮЩИЕ ДЛЯ ДОРОЖНЫХ ПОКРЫТИЙ И ЭЛЕМЕНТОВ ОБЪЕКТОВ ДОРОЖНОГО ХОЗЯЙСТВА
288,01.11.06.01.06.08,ТРОЙНИКИ ИЗ НПВХ ДЛЯ СИСТЕМ КАНАЛИЗАЦИИ
289,01.15.03.16,ПАПКИ КАРТОННЫЕ
290,01.11.04.99,ИЗДЕЛИЯ РАСХОДНЫЕ СТРОИТЕЛЬНЫЕ ПРОЧИЕ
291,01.01.06.04,ИЗДЕЛИЯ БАРАНОЧНЫЕ
292,01.13.12.03.99,ОБОРУДОВАНИЕ ДЛЯ БАНКА И ИНКАССАЦИИ ПРОЧЕЕ
293,01.20.04.02.12,СРЕДСТВА МОЮЩИЕ ДЛЯ ТУАЛЕТОВ И ВАННЫХ КОМНАТ
294,01.20.05.03.04.04,ИЗДЕЛИЯ БУМАЖНЫЕ ГИГИЕНИЧЕСКОГО НАЗНАЧЕНИЯ
295,01.15.02.04,КАЛЕНДАРИ БУМАЖНЫЕ
296,01.20.07.07,ПРИНАДЛЕЖНОСТИ ДЛЯ УХОДА ЗА ОДЕЖДОЙ И ОБУВЬЮ
297,01.11.06.04.01,КРАНЫ ШАРОВЫЕ
298,01.11.02.03.23,РУЛЕТКИ ИЗМЕРИТЕЛЬНЫЕ
299,01.11.01.02.06,КОМПЛЕКТУЮЩИЕ И ЗАПАСНЫЕ ЧАСТИ ДЛЯ СИСТЕМ КОНДИЦИОНИРОВАНИЯ
300,01.20.05.03.04.05,САЛФЕТКИ КОСМЕТИЧЕСКИЕ БУМАЖНЫЕ
301,01.15.02.07,БЛАНКИ
302,01.11.04.09.03.01,ПОКРЫТИЕ ПЛИТОЧНОЕ ИЗ РЕЗИНОВОЙ КРОШКИ
303,01.11.04.04,"КАНАТЫ, ШНУРЫ, ТРОСЫ"
304,01.11.01.01.01,ВЕНТИЛЯТОРЫ ДЛЯ СИСТЕМ ВЕНТИЛЯЦИИ
305,01.19.10.07,ОДЕЖДА СПЕЦИАЛЬНАЯ ПОВЫШЕННОЙ ВИДИМОСТИ
306,01.04.01.11.01,РУКАВА ПОЖАРНЫЕ НАПОРНЫЕ
307,01.20.01.05.01,КУЛЕРЫ
308,03.08.03.01.02.05,"УСЛУГИ ПО ПРИЕМУ, ОБРАБОТКЕ, УТИЛИЗАЦИИ И (ИЛИ) ОБЕЗВРЕЖИВАНИЮ И (ИЛИ) РАЗМЕЩЕНИЮ (ЗАХОРОНЕНИЮ) ОТХОДОВ III – V КЛАССОВ ОПАСНОСТИ"
309,01.13.05.06.01,НАКОПИТЕЛИ ТВЕРДОТЕЛЬНЫЕ В ФОРМАТЕ ФЛЕШ-КАРТЫ
310,01.11.01.07.01.13,НАСОСЫ-ДОЗАТОРЫ
311,01.16.07.02.02,ШКАФЫ ДЛЯ ОДЕЖДЫ ДЕРЕВЯННЫЕ
312,01.13.17.03,МОДУЛИ ОПЕРАТИВНОЙ ПАМЯТИ
313,01.02.10.54.11,МАНЖЕТЫ ДЛЯ ИЗМЕРЕНИЯ АРТЕРИАЛЬНОГО ДАВЛЕНИЯ
314,01.02.10.43.18,РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ВЫСОКОЭФФЕКТИВНОЙ ЖИДКОСТНОЙ ХРОМАТОГРАФИИ (ВЭЖХ)
315,01.11.02.09.07,ДИСКИ ДЛЯ ПИЛ ЦИРКУЛЯРНЫХ
316,01.15.06.07,ШТЕМПЕЛИ
317,01.03.01.31,КОМПЛЕКТУЮЩИЕ И ЗАПАСНЫЕ ЧАСТИ ДЛЯ УСТРОЙСТВ ПОЖАРНОЙ АВТОМАТИКИ И ОХРАННОЙ СИГНАЛИЗАЦИИ
318,01.18.03.01,РАССАДА ЦВЕТОВ
319,01.13.17.10,БЛОКИ ПИТАНИЯ ДЛЯ КОМПЬЮТЕРНОЙ ТЕХНИКИ
320,01.16.01.02,СТУЛЬЯ НА МЕТАЛЛИЧЕСКОМ КАРКАСЕ
321,03.08.01.01.01.07,САНИТАРНОЕ СОДЕРЖАНИЕ И УБОРКА НЕЖИЛЫХ ПОМЕЩЕНИЙ
322,01.13.07.99,ЭЛЕМЕНТЫ ИТ-ИНФРАСТРУКТУРЫ ПРОЧИЕ
323,01.10.01.02.03,МАСЛА ТРАНСМИССИОННЫЕ
324,01.13.05.01,УСТРОЙСТВА ХРАНЕНИЯ ДАННЫХ ДИСКОВЫЕ АВТОНОМНЫЕ (ВНЕШНИЕ ЖЕСТКИЕ ДИСКИ)
325,01.02.10.43.07,СОПУТСТВУЮЩИЕ ЛАБОРАТОРНЫЕ РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ
326,01.04.01.07.04,ЩИТЫ ПОЖАРНЫЕ
327,01.11.02.02.07.01.04,КЛЮЧИ ГАЕЧНЫЕ КОМБИНИРОВАННЫЕ
328,03.32.07,ПЕРЕВОЗКА (ДОСТАВКА) ГРУЗОВ ГРУЗОВЫМ АВТОМОБИЛЬНЫМ ТРАНСПОРТОМ (ЗА ИСКЛЮЧЕНИЕМ ПРОДУКТОВ ПИТАНИЯ)
329,01.20.08.02,ПРЕДМЕТЫ ИНТЕРЬЕРА ПРАЗДНИЧНЫЕ
330,01.20.06.01.02,"ПОСУДА СТОЛОВАЯ, КУХОННАЯ ИЗ СТЕКЛА"
331,01.11.01.01.09,ФИЛЬТРЫ ВОЗДУШНЫЕ ДЛЯ ВЕНТИЛЯЦИОННОГО ОБОРУДОВАНИЯ
332,01.10.01.06.01,СМАЗКИ ПЛАСТИЧНЫЕ
333,01.13.06.01,КОММУТАТОР
334,01.02.11.04.01.01,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ОБОРУДОВАНИЯ РЕНТГЕНДИАГНОСТИЧЕСКОГО"
335,01.13.08.04,ОБОРУДОВАНИЕ КРОСС-КОММУТАЦИОННОЕ И РАСПРЕДЕЛИТЕЛЬНОЕ ДЛЯ СЕТЕЙ И ЛИНИЙ СВЯЗИ
336,01.16.07.01.02,ШКАФЫ КАРТОТЕЧНЫЕ МЕТАЛЛИЧЕСКИЕ
337,01.02.10.43.70.03,"GIARDIA LAMBLIA АНТИГЕНЫ ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
338,01.11.04.01.99,ФУРНИТУРА И КОМПЛЕКТУЮЩИЕ К ДВЕРЯМ И ВОРОТАМ ПРОЧИЕ
339,01.20.05.03.04.01,БУМАГА ТУАЛЕТНАЯ
340,01.13.17.12,ВЕНТИЛЯТОРЫ ОХЛАЖДЕНИЯ КОРПУСНЫЕ
341,01.09.08.10.04.02,КОЛЕСА ОПОРНЫЕ
342,01.19.09.05,СУМКИ ДЛЯ НОУТБУКА
343,01.02.11.01.03.30,СТИМУЛЯТОРЫ ОФТАЛЬМОЛОГИЧЕСКИЕ
344,01.11.05.07.99,"МАТЕРИАЛЫ И КОНСТРУКЦИИ СТРОИТЕЛЬНЫЕ ИЗ БЕТОНА, КЕРАМИКИ (КРОМЕ СТЕНОВЫХ) ПРОЧИЕ"
345,01.11.01.07.01.16.03,ЧАСТИ ЗАПАСНЫЕ К КОМПРЕССОРАМ
346,01.11.01.06.04.01,СЧЕТЧИКИ ЭЛЕКТРОЭНЕРГИИ
347,01.02.11.01.06.02.02.01,КОМПРЕССОР ВОЗДУШНЫЙ ДЛЯ МЕДИЦИНСКИХ ИЗДЕЛИЙ
348,01.02.11.04.08.03,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ОБОРУДОВАНИЯ ХИРУРГИЧЕСКОГО ПРОЧЕГО"
349,01.02.11.01.09.08.01,"УСТРОЙСТВО ДЛЯ ПРОВЕДЕНИЯ СЕРДЕЧНО-ЛЕГОЧНОЙ РЕАНИМАЦИИ, С ПИТАНИЕМ ОТ БАТАРЕИ"
350,03.07.05.99,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ ПРОЧЕГО ОФИСНОГО ОБОРУДОВАНИЯ И ИНВЕНТАРЯ
351,01.02.11.01.13.02.02,АППАРАТЫ ДЛЯ ДАРСОНВАЛИЗАЦИИ
352,01.13.10.04,"ПРОГРАММНОЕ ОБЕСПЕЧЕНИЕ СИСТЕМНОЕ, НЕ ВОШЕДШЕЕ В ДРУГИЕ ГРУППИРОВКИ"
353,01.20.01.02,ПЕЧИ МИКРОВОЛНОВЫЕ
354,01.19.04.06.09,БОТИКИ РЕЗИНОВЫЕ И РЕЗИНОТЕКСТИЛЬНЫЕ КЛЕЕНЫЕ ДЛЯ ЗАЩИТЫ ОТ ВОДЫ
355,01.08.01.01.08.17,ГАНТЕЛИ
356,01.25.03.02.01,ПЫЛЕСОСЫ ПРОМЫШЛЕННЫЕ
357,01.03.01.30.01,УСТАНОВКИ ПОЖАРОТУШЕНИЯ АВТОМАТИЧЕСКИЕ
358,01.11.02.09.01.01.04,СВЕРЛА ДЛЯ РУЧНОГО ИНСТРУМЕНТА
359,01.02.11.04.10,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ МЕБЕЛИ МЕДИЦИНСКОЙ"
360,01.02.10.48.19.36,"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ОБОРУДОВАНИЯ, ПРОИЗВОДСТВА ""ИНВАКЕЙР КОРПОРЕЙШН"""
361,01.10.05.02.03.03,ЛАМПЫ ГАЛОГЕННЫЕ
362,01.01.01.16.03,"ПЛОДЫ ОРЕХОВЫХ КУЛЬТУР ОБРАБОТАННЫЕ, ПАСТА ОРЕХОВАЯ"
363,01.11.02.02.06,НАБОРЫ СТРОИТЕЛЬНЫХ ИНСТРУМЕНТОВ
364,01.19.10.16.08,ЩИТКИ ЛИЦЕВЫЕ ЗАЩИТНЫЕ
365,01.01.07.03.06,ПЕЧЕНЬЕ СЛАДКОЕ
366,01.09.08.02.02,АКСЕССУАРЫ ДЛЯ АВТОТРАНСПОРТА И СПЕЦТЕХНИКИ
367,01.13.13.04.01,АКСЕССУАРЫ ДЛЯ МОБИЛЬНЫХ УСТРОЙСТВ
368,01.15.02.05.03,ЖУРНАЛЫ (КНИГИ) РЕГИСТРАЦИИ И УЧЕТА СПЕЦИАЛИЗИРОВАННЫЕ
369,01.20.04.13,СРЕДСТВА ДЛЯ ОБРАБОТКИ ВОДЫ В БАССЕЙНАХ
370,01.19.07.07,ФУРНИТУРА ДЕКОРАТИВНАЯ
371,01.08.01.01.08.20,ЭСПАНДЕРЫ
372,01.20.08,ПРЕДМЕТЫ ИНТЕРЬЕРА
373,01.20.04.09.01,ПОРОШОК СТИРАЛЬНЫЙ
374,01.11.01.04.11.01,ФУРНИТУРА ДЛЯ ИНСТАЛЛЯЦИЙ САНТЕХНИЧЕСКИХ
375,01.02.11.01.13.02.31.01,"СИСТЕМА ФИЗИОТЕРАПЕВТИЧЕСКАЯ ДЛЯ ЭЛЕКТРОСТИМУЛЯЦИИ, С ПИТАНИЕМ ОТ СЕТИ"
376,03.30.06.04,МЕТРОЛОГИЧЕСКОЕ ОБСЛУЖИВАНИЕ НЕ МЕДИЦИНСКИХ ИЗДЕЛИЙ
377,02.12.03.05,"МОНТАЖ, УСТАНОВКА, НАЛАДКА КОМПЛЕКСНЫХ ИНТЕЛЛЕКТУАЛЬНЫХ СИСТЕМ БЕЗОПАСНОСТИ"
378,01.13.02.02,СМАРТФОНЫ
379,01.19.01.08,ЖИЛЕТЫ ДЛЯ ВЗРОСЛЫХ
380,01.02.11.01.06.02.01.02,СИСТЕМЫ ВОДОПОДГОТОВКИ ПРОЧИЕ
381,01.11.02.01.11.02,ПИЛЫ ДЛЯ ОБРАБОТКИ ДЕРЕВА
382,01.10.02.07,АЭРОЗОЛЬ ДЛЯ ОЧИСТКИ КАРБЮРАТОРОВ И ТОРМОЗНЫХ ДИСКОВ
383,01.01.01.19.03,КОФЕЙНЫЕ НАПИТКИ
384,01.11.02.12,ОБОРУДОВАНИЕ ДЛЯ РАБОТЫ С ТЕХНИЧЕСКИМИ ГАЗАМИ
385,02.11.03.06.01,"РЕМОНТ ОБОРУДОВАНИЯ ЛИФТОВ, ЭСКАЛАТОРОВ, ПЛАТФОРМ ПОДЪЕМНЫХ ДЛЯ ИНВАЛИДОВ"
386,01.02.11.01.07.08.04,КОНТЕЙНЕРЫ ДЛЯ СБОРА МЕДИЦИНСКИХ ОТХОДОВ
387,01.02.11.04.13.03,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ГИДРОТЕРАПЕВТИЧЕСКОГО ОБОРУДОВАНИЯ"
388,01.11.02.02.03.01,ПЛОСКОГУБЦЫ
389,01.01.01.19.02,КОФЕ ЖАРЕНЫЙ
390,01.02.10.50.23.01,ХАЛАТЫ МЕДИЦИНСКИЕ МНОГОРАЗОВЫЕ
391,01.11.02.09.06,ЦЕПИ ДЛЯ ЭЛЕКТРО- И БЕНЗОПИЛ
392,01.11.02.02.03.05,КУСАЧКИ
393,01.03.03.02,СИСТЕМЫ ВИДЕОКОНТРОЛЯ И ВИДЕОНАБЛЮДЕНИЯ
394,01.02.10.50.01.05,ПРИНАДЛЕЖНОСТИ ДЛЯ ПЕРЕМЕЩЕНИЯ МАЛОМОБИЛЬНЫХ ПАЦИЕНТОВ
395,01.20.07.03.02,ОДЕЯЛА
396,01.02.10.43.05.05,НАКОНЕЧНИКИ ЛАБОРАТОРНЫЕ
397,01.20.11.02.02,"ПРИБОРЫ БЫТОВЫЕ ОСВЕТИТЕЛЬНЫЕ С ПИТАНИЕМ ОТ БАТАРЕЙ, АККУМУЛЯТОРОВ"
398,01.20.06.01.04,"ПОСУДА СТОЛОВАЯ, КУХОННАЯ ИЗ ФАРФОРА"
399,01.11.04.03.02.01.01,КАБЕЛИ СИЛОВЫЕ С МЕДНОЙ ЖИЛОЙ НА НАПРЯЖЕНИЕ ДО 1 КВ
400,01.20.07.02.02,ИНВЕНТАРЬ ДЛЯ САНУЗЛОВ ПЛАСТМАССОВЫЙ
401,01.19.10.05,ОДЕЖДА СПЕЦИАЛЬНАЯ ДЛЯ ЗАЩИТЫ ОТ ОБЩИХ ПРОИЗВОДСТВЕННЫХ ЗАГРЯЗНЕНИЙ И МЕХАНИЧЕСКИХ ВОЗДЕЙСТВИЙ
402,01.13.10.01,СИСТЕМЫ ОПЕРАЦИОННЫЕ
403,01.11.01.07.01.10,НАСОСЫ ПОГРУЖНЫЕ
404,01.24.04.09,КОМПЛЕКТЫ БЕЛЬЯ ПОСТЕЛЬНОГО
405,01.11.03.05.01,ЭМАЛИ
406,01.02.11.04.07.01.03,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ СТЕРИЛИЗАТОРОВ ПЛАЗМЕННОГО"
407,01.02.11.01.06.02.08,ГЕНЕРАТОРЫ РАДИОНУКЛИДНОЙ СИСТЕМЫ
408,01.19.04.06.01,"ОБУВЬ СПЕЦИАЛЬНАЯ КОЖАНАЯ ДЛЯ ЗАЩИТЫ ОТ НЕФТИ, НЕФТЕПРОДУКТОВ, КИСЛОТ, ЩЕЛОЧЕЙ, НЕТОКСИЧНОЙ И ВЗРЫВООПАСНОЙ ПЫЛИ"
409,01.16.28.01,ФУРНИТУРА ДЛЯ МЕБЕЛИ МЕТАЛЛИЧЕСКАЯ
410,01.11.02.05.01.02,АППАРАТЫ СВАРОЧНЫЕ
411,01.11.04.02.02,СТЕКЛОПАКЕТЫ
412,01.02.11.04.07.01.01,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ СТЕРИЛИЗАТОРОВ ВОЗДУШНЫХ"
413,01.12.05.16,ОПРЫСКИВАТЕЛИ
414,01.11.06.01.06.05,МУФТЫ ИЗ НПВХ ДЛЯ СИСТЕМ КАНАЛИЗАЦИИ
415,01.11.01.06.08,СЧЕТЧИКИ ПРОИЗВОДСТВА И ПОТРЕБЛЕНИЯ ЖИДКОСТИ
416,01.16.03.02,СТОЛЫ ДЛЯ ПЕРЕГОВОРОВ
417,01.08.01.17.07,ЛИНЕЙКИ СКЛАДНЫЕ ИЗМЕРИТЕЛЬНЫЕ ДЛЯ ПРЫЖКОВ В ДЛИНУ С МЕСТА
418,01.11.01.07.01.07,НАСОСЫ ГИДРАВЛИЧЕСКИЕ
419,01.03.07.05,ЗНАКИ ДОРОЖНЫЕ
420,01.01.17,НАБОРЫ ПРОДОВОЛЬСТВЕННЫЕ
421,01.10.02.03,"ЖИДКОСТИ ОХЛАЖДАЮЩИЕ, ВКЛЮЧАЯ АНТИФРИЗ"
422,01.14.01.01,УЧЕБНИКИ ПЕЧАТНЫЕ ОБЩЕОБРАЗОВАТЕЛЬНОГО НАЗНАЧЕНИЯ
423,01.20.09.01.99,ИГРУШКИ ПРОЧИЕ
424,01.20.09.01.21,НАБОРЫ ИГРУШЕК И НАСТОЛЬНЫХ ИГР
425,01.07.05.05,МАТЕРИАЛЫ ДЛЯ ЛЕПКИ И СКУЛЬПТУРЫ
426,01.20.03.04.04.02.01,ПЕРЧАТКИ ХОЗЯЙСТВЕННЫЕ ТРИКОТАЖНЫЕ
427,01.02.09.09.01,"ПРОТИВОВОСПАЛИТЕЛЬНЫЕ И ПРОТИВОРЕВМАТИЧЕСКИЕ ПРЕПАРАТЫ,M01"
428,01.15.08.01,КОНВЕРТЫ ПОЧТОВЫЕ
429,01.11.02.09.03,БИТЫ ДЛЯ ШУРУПОВЕРТОВ
430,01.11.03.01.02.02.01.12,ПРОКАТ КРУГЛОГО СЕЧЕНИЯ
431,01.11.02.09.01.01.01,СВЕРЛА ЦЕНТРОВОЧНЫЕ
432,01.20.05.03.04.02,ПОЛОТЕНЦА БУМАЖНЫЕ
433,01.15.05.02.05.04,МАТЕРИАЛЫ РАСХОДНЫЕ ДЛЯ ДЫРОКОЛОВ
434,01.02.10.19.01,ДРЕНАЖИ ТРУБЧАТЫЕ
435,01.15.04.03.02,КАРАНДАШИ ЦВЕТНЫЕ
436,01.20.04.02.09,СРЕДСТВА ДЛЯ МЫТЬЯ ПОСУДЫ
437,01.11.04.03.02.02,КАБЕЛИ ПРОЧИЕ
438,01.20.04.01.13,СРЕДСТВА ЧИСТЯЩИЕ УНИВЕРСАЛЬНОГО НАЗНАЧЕНИЯ
439,01.19.10.19,РЕСПИРАТОРЫ
440,01.15.02.05.02,КНИГИ БУХГАЛТЕРСКИЕ
441,01.15.01.07,БЛОКИ БУМАЖНЫЕ ДЛЯ ЗАПИСЕЙ
442,01.15.04.07,ЛАСТИКИ
443,01.15.05.03.04.03,МАГНИТЫ ДЛЯ ДОСОК
444,01.11.04.03.02.01.07,КАБЕЛЬ СИЛОВОЙ С ПЛАСТМАССОВОЙ ИЗОЛЯЦИЕЙ НИЗКОГО НАПРЯЖЕНИЯ
445,01.15.03.17.06,ФАЙЛЫ-ВКЛАДЫШИ ПЛАСТИКОВЫЕ
446,01.15.05.17.01,ФЛАЖНАЯ ПРОДУКЦИЯ
447,01.11.04.03.02.01.03,КАБЕЛИ СИЛОВЫЕ С МЕДНОЙ ЖИЛОЙ НА НАПРЯЖЕНИЕ БОЛЕЕ 1 КВ
448,01.11.01.08.02.01,СОЕДИНИТЕЛИ ПРОВОДОВ ЭЛЕКТРИЧЕСКИЕ
449,01.11.01.08.02.03,РОЗЕТКИ ШТЕПСЕЛЬНЫЕ БЫТОВОГО НАЗНАЧЕНИЯ
450,01.11.01.04.10.07,ПОДВОДКИ ГИБКИЕ ДЛЯ ВОДЫ
451,01.10.01.01.03.02,"СЖИЖЕННЫЙ УГЛЕВОДОРОДНЫЙ ГАЗ, ИСПОЛЬЗУЕМЫЙ ДЛЯ КОММУНАЛЬНО-БЫТОВОГО И ПРОИЗВОДСТВЕННОГО ПОТРЕБЛЕНИЯ В КАЧЕСТВЕ ТОПЛИВА"
